# doc_id=0-LST-4007 discipline=0 revision=R0
"Primary
Code",col_1,Work Code,Cost Code Description,UOM,"Cost 
Type",Comments,col_7,col_8
,5210,,"Drying Equipment
Fluid Bed Dryers, Rotary Dryers/Kilns, Drying Ovens, Instrument Air Dryer.",EA,"L,M,U,S,V",,x,
,5211,,Fluid Bed Dryers,EA,,,,
,5212,,Rotary Dryers/Kilns,EA,,,,
,5213,,Drying Ovens,EA,,,,
,5214,,Instrument Air Dryer,EA,,,,
,,,User Defined Drying Equipment  5215 - 5229,,,,,
,5230,,"Package Systems
Water Softeners, Evaporator Systems, Gas Generators, Waste Treatment Systems, Water Treatment Systems, Lube Oil Systems.",EA,"L,M,U,S,V",,x,
,5231,,Water Softeners,EA,,,,
,5232,,Evaporator Systems,EA,,,,
,5233,,Gas Generators,EA,,,,
,5234,,Waste Treatment Systems,EA,,,,
,5235,,Water Treatment Systems,EA,,,,
,5236,,Lube Oil Systems,EA,,,,
,,,User Defined Package Systems  5237 - 5249,,,,,
,5250,,"Mining Equipment
Boring (Drilling, Blasting Equipment), Excavating/Loading Equipment, Transport Equipment, Mine Utilities, Mine Safety Equipment.",EA,"L,M,U,S,V",,x,
,5251,,"Boring , Drilling, Blasting Equipment",EA,,,,
,5252,,Excavating/Loading Equipment,EA,,,,
,5253,,Transport Equipment,EA,,,,
,5254,,Mine Utilities,EA,,,,
,5255,,Mine Safety Equipment,EA,,,,
,,,User Mining Equipment  5256 - 5269,,,,,
,,,MACHINERY/EQUIPMENT - Continued  (HEADER ONLY),,,,,
,5270,,"Process Gas/Air Systems
Fans, Scrubbers, Electrostatic Precipitators, Stacks/Flares",EA,"L,M,U,S,V",,x,
,5271,,Ductwork,EA,,,,
,5272,,Fans,EA,,,,
,5273,,Scrubbers,EA,,,,
,5274,,Baghouses,EA,,,,
,5275,,Electrostatic Precipitators,EA,,,,
,5276,,Dampers,EA,,,,
,5277,,Expansion Joints,EA,,,,
,5278,,Cyclones/Multiclones,EA,,,,
,5279,,Stacks/Flares,EA,,,,
,,,User Defined Process Gas/Air Systems  5280 - 5289,,,,,
,5290,,Miscellaneous Uninstalled Equipment,EA,"L,M,U,S,V",,x,
,5291,,Mobile Equipment,EA,,,,
,5292,,"Ladles, Buckets",EA,,,,
,,,User Defined Miscellaneous Uninstalled Equipment  5293 - 5299,,,,,
,,,MACHINERY/EQUIPMENT - Continued  (HEADER ONLY),,,,,
,5310,,"Process HVAC 
HVAC Equipment, Roof Ventilators, Louvers/Dampers, Ductwork",EA,"L,M,U,S,V",,x,
,5311,,HVAC Equipment,EA,,,,
,5312,,Roof Ventilators,EA,,,,
,5313,,Louvers/Dampers,EA,,,,
,5314,,Ductwork,EA,,,,
,,,User Defined Process HVAC  5315 - 5319,,,,,
,5320,,"Power Generators 
Gas, Steam, Electrical, Diesel",EA,"L,M,U,S,V",,x,
,5321,,Gas,EA,,,,
,5322,,Steam,EA,,,,
,5323,,Electrical,EA,,,,
,5324,,Diesel,EA,,,,
,,,User Defined Power Generators  5325 - 5329,,,,,
,5330,,"Vessels
Reactors, Towers, Columns",EA,"L,M,U,S,V",,x,
,5331,,Reactors,EA,,,,
,5332,,Towers,EA,,,,
,5333,,Columns,EA,,,,
,,,User Defined Vessels  5334 - 5339,,,,,
,5340,,Atmospheric Vessels,EA,"L,M,U,S,V",,x,
,5341,,Atmospheric Vessels,EA,,,,
,,,User Defined Atmospheric Vessels  5342 - 5349,,,,,
,5350,,"Field Fabricated Tanks 
Storage, Elevated Water Towers.",EA,"L,M,U,S,V",,x,
,5351,,Storage,EA,,,,
,5352,,Elevated Water towers,EA,,,,
,,,User Defined Field Fabricated Tanks  5353 - 5359,,,,,
,5360,,Shop Fabricated Tanks,EA,"L,M,U,S,V",,x,
,5361,,Unlined,EA,,,,
,5362,,Lined,EA,,,,
,,,User Defined Shop Fabricated Tanks  5363 - 5369,,,,,
,,,MACHINERY/EQUIPMENT - Continued  (HEADER ONLY),,,,,
,5370,,"Heat Transfer Equipment
Shell & Tube, Plate & Frame, Spiral, Air Cooled, Hairpin, LNG Vaporizers, Condensers.",EA,"L,M,U,S,V",,x,
,5371,,Shell & Tube,EA,,,,
,5372,,Plate & Frame,EA,,,,
,5373,,Spiral,EA,,,,
,5374,,Air Cooled,EA,,,,
,5375,,Hairpin,EA,,,,
,5376,,LNG Vaporizers,EA,,,,
,5377,,Condensers,EA,,,,
,,,User Defined Heat Transfer Equipment  5378 - 5389,,,,,
,5390,,"Miscellaneous Uninstalled Equipment
Mobile Equipment, Ladles (Buckets), Machinery/Equipment",EA,,,,
,5391,,Mobile Equipment,EA,,,,
,5392,,"Ladles, Buckets",EA,,,,
,5398.0,,Machinery/Equipment   (CODE FOR COST ROLL-UP),EA/LS,,,,
,5399,,Re-Work,LS,,,,
6000.0,,,OTHER DIRECT COSTS  (HEADER ONLY),,,,x,
,6001,,Initial Fills,LS,,,,
,6002,,Vendor Representatives,LS,,,,
,6003,,Spares,LS,"M,V",,x,
,,,User Defined  7004 - 7099,,,,,
6100.0,,,BACKCHARGES  (HEADER ONLY),,,,x,
,,,User Defined  6101 - 6199,LS,"L,M,U,S,V",,x,
6200.0,,,ACCRUALS  (HEADER ONLY),,,,x,
,,,User Defined  6201 - 6299,LS,"L,M,U,S,V",,x,
6700.0,,,FREIGHT  (HEADER ONLY),,,,x,
,6701,,Inland Freight,LS,"M,V",,x,
,6702,,Ocean FreighT,LS,"M,V",,x,
,6703,,Freight Forwarding Fee,LS,"M,V",,x,
,6704,,Export Crating,LS,"M,V",,x,
,6705,,Demurrage,LS,"M,V",,x,
,6706,,Returnable Containers,EA,"M,V",,x,
,6707,,Marine Insurance,LS,"M,V",,x,
7000.0,,,OTHER INDIRECT COSTS  (HEADER ONLY),,,,x,
7100.0,,,INSURANCE/TAXES & BONDS  (HEADER ONLY),,,,x,
,7101,,Sales & Use Tax,LS,"L,M,U,S,V",,x,
,7102,,Local Sales Tax,LS,"L,M,U,S,V",,x,
,7103,,International Tax,LS,"L,M,U,S,V",,x,
,7104,,"License Fees, Royalties",LS,"L,M,U,S,V",,x,
,7105,,Insurances,LS,"L,M,U,S,V",,x,
,7106,,"Bonds, PCGs, LOCs",LS,"L,M,U,S,V",,x,
,7107,,"Duties, VAT, Customs",LS,"L,M,U,S,V",,x,
,7108,,Currency Hedging,LS,"L,M,U,S,V",,x,
,7109,,Agents Fee,LS,"L,M,U,S,V",,x,
7200.0,,,OUTSIDE SERVICES  (HEADER ONLY),,,,x,
,7201,,Manned Trucking,LS,,,,
,7202,,Surveying,LS,O,,x,
,7203,,Consultants (3rd party),LS,O,,x,
,7204,,Weld Inspection & Testing,LS,O,,x,
,7205,,Testing Services,LS,O,,x,
,7206,,Inspection Services,LS,O,,x,
,7207,,Site security (3rd party),LS,O,,x,
,7208,,Secretarial/Clerical (third Party),LS,O,,x,
,7209,,Engineering (Third Party),LS,O,,x,
,7210,,Machine Shops,LS,O,,x,
,7211,,Bolt Torquing,LS,O,,x,
,7212,,Stress relieving,LS,O,,x,
,7213,,Dump Site,LS,O,,x,
,7214,,Scaffolding,LS,O,,x,
,7215,,Heat Treating,LS,O,,x,
,7298.0,,Site Outside Services (CODE FOR COST ROLL UP),LS,O,,x,
7900.0,,,PRECOMMISSIONING/COMMISSIONING  (HEADER ONLY),,,,x,
,7901,,"Management (If detail break-down is required, using Discipline Primary Codes as Work Codes)",HRS/LS,"H,L,U",,x,
,7902,,Commissioning-Craft Labor Support,HRS/LS,"H,L,U",Revised Description,x,
,7903,,Manuals/Documentation,HRS/LS,"H,L,U",,x,
,7904,,First Fills,LS,"L,M,U,S,V",,x,
,7905,,Vendor Reps,LS,O,,x,
,7906,,Gas Purging,LS,"L,M,U,S,V",,x,
,7907,,Gas Blanketing,LS,"L,M,U,S,V",,x,
,7908,,Cleaning/Flushing Liquids,LS,"L,M,U,S,V",,x,
,7909,,Commissioning Expenses (Use 7910~7916 as Alternatives),,,,,
,7910,,Commissioning Expenses - Per Diem,LS,I,,x,
,7911,,Commissioning Expenses - Travel Expenses,LS,I,,x,
,7912,,Commissioning Expenses - Relocation,LS,I,,x,
,7913,,Commissioning Expenses - Housing Allowance,LS,I,,x,
,7914,,Commissioning Expenses - Vehicle Allowance,LS,I,,x,
,7915,,Commissioning Expenses - Meals/Entertainment,LS,I,,x,
,7916,,Commissioning Expenses - Foreign Assignment Costs,LS,I,,x,
,7917.0,,Commissinoing Expenses - Rest and Recreation,LS,"H,L,U,I",,,
,7918.0,,"Plant Checkout  (If detail break-down is required, using Discipline Primary Codes as Work Codes)",HRS/LS,"H,M",,,
,7920.0,,"Client Training  (If detail break-down is required, using Discipline Primary Codes as Work Codes)",HRS/LS,"H,M",,,
,7921.0,,"Operation Assistance  (If detail break-down is required, using Discipline Primary Codes as Work Codes)",HRS/LS,"H,M",,,
,7989.0,,Precommissioning/Commissioning Costs (CODE FOR COST ROLL UP),LS,"L,M,U,S,V",,x,
8000.0,,,INDIRECT FIELD COSTS  (HEADER ONLY),,,,x,
8100.0,,,CONSTRUCTION MANAGEMENT STAFF  (HEADER ONLY),,,,x,
,8110,,"Construction Management Staff - Management
Executive Management, Project Management, Resident Construction Manager, Construction Manager, Area Construction Manager, Business Manager, Safety Manager, QA/QC Manager.",LS,"H,L,U",,x,
,8111,,Executive Management,LS,,,,
,8112,,Project Management,LS,,,,
,8113,,Resident Construction Manager,LS,,,,
,8114,,Construction Manager,LS,,,,
,8115,,Area Construction Manager,LS,,,,
,8116,,Business Manager,LS,,,,
,8117,,Safety Manager,LS,,,,
,8118,,QA/QC Manager,LS,,,,
,,,User Defined Construction Management Staff - Management 8119,LS,,,,
,8120,,"Construction Management Staff - Supervision
General Supervision, Civil Supervision, Concrete Supervision, Structural Supervision, Mechanical Supervision, Piping Supervision, E & I Supervision.",LS,"H,L,U",,x,
,8121,,General Supervision,LS,"H,L,U",,,
,8122,,Civil Supervision,LS,"H,L,U",,,
,8123,,Concrete Supervision,LS,"H,L,U",,,
,8124,,Structural Supervision,LS,"H,L,U",,,
,8125,,Mechanical Supervision,LS,"H,L,U",,,
,8126,,Piping Supervision,LS,"H,L,U",,,
,8127,,E & I Supervision,LS,"H,L,U",,,
,,,User Defined Construction Management Staff - Supervision  8127 - 8139,LS,"H,L,U",,,
,8140,,"Construction Management Staff - Administration
Administration Manager, Office Manager, Human Resources Manager, IT, Accounting Manager, Accounts Payable, Accounts Receivable, Payroll Manager, Timekeeper, Accounting Clerical, Clerical, Document Control",LS,"H,L,U",,x,
,8141,,Administration Manager,LS,"H,L,U",,,
,8142,,Office Manager,LS,"H,L,U",,,
,8143,,Human Resources Manager,LS,"H,L,U",,,
,8144,,IT,LS,"H,L,U",,,
,8145,,Accounting Manager,LS,"H,L,U",,,
,8146,,Accounts Payable,LS,"H,L,U",,,
,8147,,Accounts Receivable,LS,"H,L,U",,,
,8148,,Payroll Manager,LS,"H,L,U",,,
,8149,,Timekeeper,LS,"H,L,U",,,
,8150,,Accounting Clerical,LS,"H,L,U",,,
,8151,,Clerical,LS,"H,L,U",,,
,8152,,Document Control,LS,"H,L,U",,,
,,,User Defined Construction Management Staff - Administration  8153 - 8159,LS,"H,L,U",,,
8100.0,,,CONSTRUCTION MANAGEMENT STAFF - Continued  (HEADER ONLY),,"H,L,U",,,
,8160,,"Construction Management Staff - Project Controls
Project Controls Manager, Project Controller, Scheduling Manager, Scheduler, Estimator.",LS,"H,L,U",,x,
,8161,,Project Controls Manager,LS,"H,L,U",,,
,8162,,Project Controller,LS,"H,L,U",,,
,8163,,Scheduling Manager,LS,"H,L,U",,,
,8164,,Scheduler,LS,"H,L,U",,,
,8165,,Estimator,LS,"H,L,U",,,
,8166,,Project Controls Clerical,LS,"H,L,U",,,
,,,User Defined Construction Management Staff - Project Controls  8167 - 8169,LS,"H,L,U",,,
,8170,,"Construction Management Staff - Supply Chain Management
Subcontract Manager, Subcontract Coordinator, Subcontract Clerical, Procurement Manager, Buyer, Procurement Clerical.",LS,"H,L,U",,x,
,8171,,Subcontract Manager,LS,"H,L,U",,,
,8172,,Subcontract Coordinator,LS,"H,L,U",,,
,8173,,Subcontract Clerical,LS,"H,L,U",,,
,8174,,Procurement Manager,LS,"H,L,U",,,
,8175,,Buyer,LS,"H,L,U",,,
,8176,,Procurement Clerical,LS,"H,L,U",,,
,,,User Defined Construction Management Staff - Supply Chain Management  8177 - 8179,LS,"H,L,U",,,
,8180,,"Construction Management Staff - Other
Chief Field Engineer, Field Engineer, Engineering Clerical, QA/QC Inspector, QA/QC Clerical, Safety Inspector, EMT/Medical Staff, Safety Clerical, Warehouseman",LS,"H,L,U",,x,
,8181,,Chief Field Engineer,LS,"H,L,U",,,
,8182,,Field Engineer,LS,"H,L,U",,,
,8183,,Engineering Clerical,LS,"H,L,U",,,
,8185,,QA/QC Inspector,LS,"H,L,U",,,
,8186,,QA/QC Clerical,LS,"H,L,U",,,
,8188,,Safety Inspector,LS,"H,L,U",,,
,8189,,EMT/Medical Staff,LS,"H,L,U",,,
,8190,,Safety Clerical,LS,"H,L,U",,,
,8191,,Warehouseman,LS,"H,L,U",,,
,8198.0,,"Construction Management Staff
(Includes labor Costs for all Construction Management Staff)  (CODE FOR COST ROLL-UP)",LS,"H,L,U",,x,
,,,User Defined Construction Management Staff - Other  8192 - 8199,LS,,,,
8200.0,,,CONSTRUCTION MANAGEMENT STAFF - EXPENSES  (HEADER ONLY),,,,x,
,8201,,Payroll Burden,LS,,,,
,8202,,Direct Overhead,LS,,,,
,8203,,Indirect Overhead,LS,,,,
,8204,,User Defined Overhead,LS,,,,
,8205,,User Defined Overhead,LS,,,,
,8205,,User Defined Overhead,LS,,,,
,8206,,Per Diem,LS,I,,x,
,8207,,Travel Expenses,LS,I,,x,
,8208,,Relocation,LS,I,,x,
,8209,,Housing Allowance,LS,I,,x,
,8210,,Vehicle Allowance,LS,I,,x,
,8211,,Meals/Entertainment,LS,I,,x,
,8212,,Foreign Assignment Costs,LS,I,,x,
,8213,,Outside Consulting,LS,O,,x,
,8298.0,,"Construction Management Staff - Expenses
(Includes Expenses for all Construction Management Staff)  (CODE FOR COST ROLL-UP)",LS,,,,
,8297.0,,Rest and Recreation,LS,"H, L, U, I",,,
,8298.0,,Construction Management Staff Expenses (CODE FOR COST ROLL UP),LS,"L,M,U,S,V",,x,
8300.0,,,CRAFT - EXPENSES  (HEADER ONLY),LS,,,,
,8301,,Payroll Burden,LS,,,,
,8302,,Direct Overhead,LS,,,,
,8303,,Indirect Overhead,LS,,,,
,8304,,User Defined Overhead,LS,,,,
,8305,,User Defined Overhead,LS,,,,
,8306,,User Defined Overhead,LS,,,,
,8307,,Per Diem,LS,,,,
,8308,,Travel Expenses,LS,,,,
,8309,,Relocation,LS,,,,
,8310,,Housing Allowance,LS,,,,
,8311,,Vehicle Allowance,LS,,,,
,8312,,Meals/Entertainment,LS,,,,
,,,User Defined  8313 - 8399,LS,,,,
8500.0,,,PROJECT STANDBY AND OTHER INDIRECT CRAFT LABOR AND EXPENSES  (HEADER ONLY),,,,x,
,8510,,Non-Productive Time  8511 - 8539,LS,,,,
,8511,,Hazard Outages,LS,,,,
,8512,,Weather Outages,LS,,,,
,8513,,Utility Outages,LS,,,,
,8514,,Show Up Time,LS,,,,
,8515,,Other Labor Interruptions,LS,,,,
,8516,,Bussing,LS,,,,
,8517,,Drug Testing/Physicals (Non-Productive Hours),LS,,,,
,8518,,Safety/ Orientation Training,LS,,,,
,8519,,Welder Testing,LS,,,,
,,,User Defined Non-Productive Time  8520 - 8539,LS,,,,
,8540,,"Support Craft
Clean-up, Teamsters/Drivers, Hole Watch/FireWatch/Crane Riders, Scaffolding, Mechanic, Yard Gangs, Warehousing, Equipment Preservation, Remote Off Load & Delivery, Equipment Operators.",LS,"L,U",,x,
,8541,,Clean-up,LS,,,,
,8542,,Teamsters/Drivers,LS,,,,
,8543,,Hole Watch/Fire Watch/Crane Riders,LS,,,,
,8544,,Scaffolding,LS,,,,
,8545,,Mechanic,LS,,,,
,8546,,Yard Gangs,LS,,,,
,8547,,Warehousing,LS,,,,
,8548,,Equipment Preservation,LS,,,,
,8549,,Remote Off Load & Delivery,LS,,,,
,8550,,Equipment Operators,LS,,,,
,,,User Defined Support Craft  8551 - 8599,LS,,,,
8600.0,,,PROJECT INFRASTRUCTURE  (HEADER ONLY),,,,x,
,8600,,"Field Office Expenses 
Phone System, Server System, Computers, Software, Printers/Copiers/Scanners/Faxes/Other Peripherals, Postage & Courier, Outside Reproduction, Other media (Photos, Videos, etc.), Office Supplies, Office Furniture, Office Kitchen, Office Housekeeping, Client Office Expenses, Subcontractor Office Expenses.",LS,I,,x,
,8601,,Phone System,LS,,,,
,8602,,Server System,LS,,,,
,8603,,Computers,LS,,,,
,8604,,Software,LS,,,,
,8605,,Printers/Copiers/Scanners/Faxes/Other Peripherals,LS,,,,
,8606,,Postage & Courier,LS,,,,
,8607,,Outside Reproduction,LS,,,,
,8608,,"Other Media (Photos, Videos, etc.)",LS,,,,
,8609,,Office Supplies,LS,,,,
,8610,,Office Furniture,LS,,,,
,8611,,Office Kitchen,LS,,,,
,8612,,Office Housekeeping,LS,,,,
,8613,,Client Office Expenses,LS,,,,
,8614,,Subcontractor Office Expenses,LS,,,,
,8615,,User Defined  8616 - 8619,LS,,,,
,8620,,"Temporary Buildings
Trailers, Buildings, Connexes.",LS,"L,M,U,S,V",,x,
,8621,,Trailers,LS,,,,
,8622,,Buildings,LS,,,,
,8623,,Connexes,LS,,,,
,,,User Defined Temporary Buildings  8624 - 8629,LS,,,,
8600.0,,,PROJECT INFRASTRUCTURE - Continued  (HEADER ONLY),LS,,,,
,8630,,"Temporary Site Development
Mobilization, De-Mobilization, Laydown Area(s), Parking Lot Area, Fabrication Area, Gate/Brass Alley, Fencing, Signage & Barricades, Security, Temporary Roads, Water Drainage, Weather Protection, (Shelves, Racks, Bins & Tables).",LS,"L,M,U,S,V",,x,
,8631,,Mobilization,LS,,,,
,8632,,De-Mobilization,LS,,,,
,8633,,Laydown Area(s),LS,,,,
,8634,,Parking Lot Area,LS,,,,
,8635,,Fabrication Area,LS,,,,
,8636,,Gate/Brass Alley,LS,,,,
,8637,,Fencing,LS,,,,
,8638,,Signage & Barricades,LS,,,,
,8639,,Security,LS,,,,
,8640,,Temporary Roads,LS,,,,
,8641,,Water Drainage,LS,,,,
,8642,,Weather Protection,LS,,,,
,8643,,"Shelves, Racks, Bins & Tables",LS,,,,
,,,User Defined Temporary Site Development  8644 - 8659,LS,,,,
8600.0,,,PROJECT INFRASTRUCTURE - Continued  (HEADER ONLY),LS,,,,
,8660,,"Temporary Utilities - Set-up/Install 
Gas, Construction Power, Field Office Power, Construction Water, Field Office Water & Sewer, IT(Phone line & T1 line) , Client Utilities, Subcontractor Utilities, Other Utilities.",LS,"L,M,U,S,V",,x,
,8661,,Gas,LS,,,,
,8662,,Construction Power,LS,,,,
,8663,,Field Office Power,LS,,,,
,8664,,Construction Water,LS,,,,
,8665,,Field Office Water & Sewer,LS,,,,
,8666,,IT (Phone line & T1 line),LS,,,,
,8667,,Client Utilities,LS,,,,
,8668,,Subcontractor Utilities,LS,,,,
,8669,,Other Utilities,LS,,,,
,8670,,Temporary Utilities - Usage/Service  8671 - 8679,LS,,,,
,8671,,Usage - Gas,LS,,,,
,8672,,Usage - Construction Power,LS,,,,
,8673,,Usage - Field Office Power,LS,,,,
,8674,,Usage - Construction Water,LS,,,,
,8675,,Usage - Field Office Water & Sewer,LS,,,,
,8676,,Usage - IT (Phone line & T1 line),LS,,,,
,8677,,Usage - Client Utilities,LS,,,,
,8678,,Usage - Subcontractor Utilities,LS,,,,
,8679,,Usage - Other Utilities,LS,,,,
,8680,,Temporary Other - Usage/Service  8681 - 8699,LS,,,,
,8681,,Usage - Porta Johns,LS,,,,
,8682,,Usage - Waste/Trash Removal,LS,,,,
,8683,,Usage - Bottled Water & Ice,LS,,,,
,8684,,Road Maintenance & Repair,LS,,,,
,8685,,Dust Control,LS,,,,
,8686,,Snow Removal,LS,,,,
,8698.0,,"Project Infrastructure
(All costs for Project Infrastructure includes temporary buildings, utilities etc.)  (CODE FOR COST ROLL-UP)",LS,"L,M,U,S,V",,x,
,,,User Defined 8687 - 8699,LS,,,,
8700.0,,,PROJECT EXPENSES  (HEADER ONLY),,,,x,
,8710,,Testing/Training  8711 - 8719,LS,,,,
,8711,,Drug Testing,LS,,,,
,8712,,Random Drug Testing,LS,,,,
,8713,,Physicals,LS,,,,
,8714,,Safety Training,LS,,,,
,8715,,Safety Council,LS,,,,
,8716,,Other Orientations/Training,LS,,,,
,,,User Defined Testing/Training  8717 - 8719,LS,,,,
,8720,,Other Expenses  8721 - 8729,LS,,,,
,8721,,Permits,LS,,,,
,8722,,Contractors Licenses,LS,,,,
,,,User Defined Other Expenses  8723 - 8729,LS,,,,
,8730,,Hiring Expenses  8731 - 8739,LS,,,,
,8731,,HR Processing,LS,,,,
,8732,,Recruiting Costs,LS,,,,
,,,User Defined Hiring Expenses  8733 - 8739,LS,,,,
,8740,,Incentives  8741 - 8749,LS,,,,
,8741,,Safety Awards,LS,,,,
,8742,,Safety Bonus,LS,,,,
,8743,,Shift Differential,LS,,,,
,8744,,Completion Bonus,LS,,,,
,8745,,Luncheons,LS,,,,
,8798.0,,"Other Project Expenses
(Other Project Expenses including Testing/training, Hiring, incentives etc)",LS,"M,V",,x,
,,,User Defined Incentives  8746 - 8749,LS,,,,
8800.0,,,EQUIPMENT USAGE  (HEADER ONLY),,,,x,
,8810,,Owned/Purchased Equipment Usage  8811 - 8829,LS,,,,
,8811,,Owned Pick-Ups,LS,,,,
,8812,,Owned Equipment,LS,,,,
,8813,,Purchased Equipment,LS,,,,
,8814,,Owned Scaffolding,LS,,,,
,8815,,Owned/Purchased Equipment Salvage,LS,,,,
,,,User Defined Owned/Purchased Equipment Usage  8816 - 8829,LS,,,,
,8830,,Rented Equipment Usage - Bare  8831 - 8849,LS,,,,
,8831,,Rental Pick-Ups,LS,,,,
,8832,,Rental Equipment,LS,E,,x,
,8833,,Rental Craneage,LS,E,,x,
,8834,,Rental Scaffold,LS,E,,x,
,8835,,Crane Re-Configuration,LS,,,,
,,,User Defined Rented Equipment Usage - Bare  8836 - 8849,LS,,,,
,8850,,Rented Equipment Usage - Manned & Maintained  8851 - 8869,LS,,,,
,8851,,Rental Pick-Ups,LS,,,,
,8852,,Rental Equipment,LS,,,,
,8853,,Rental Craneage,LS,,,,
,8854,,Rental Scaffold,LS,,,,
,8855,,Crane Re-Configuration,LS,,,,
,,,User Defined Rented Equipment Usage - Manned & Maintained  8856 - 8869,LS,,,,
,8870,,Rigging/Lifting  8871 - 8879,LS,,,,
,8871,,Crane Mats,LS,,,,
,8872,,Spreader Bars,LS,,,,
,8873,,Chokers,LS,,,,
,,,User Defined Rigging/Lifting  8874 - 8879,LS,,,,
,8880,,Fuel  8881 - 8889,LS,,,,
,8881,,Fuel for Owned Equipment,LS,,,,
,8882,,Fuel for Rental Equipment,LS,,,,
,,,User Defined Fuel  8883 - 8889,LS,,,,
,8890,,Maintenance  8891 - 8899,LS,,,,
,8891,,Maintenance for Owned Equipment,LS,,,,
,8892,,Maintenance for Rental Equipment,LS,,,,
,8893,,Licenses/Tags,LS,,,,
,8898.0,,"Equipment Usage 
(Costs for Construction Equipment Usage, including Reantal equipment, Cranage, Fuel, Rigging/lifting, maintenance of construction equipment etc.)  (CODE FOR COST ROLL-UP)",,,,,
,,,User Defined Maintenance  8894 - 8899,LS,,,,
8900.0,,,SMALL TOOLS/CONSUMABLES  (HEADER ONLY),,,,x,
,8910,,Small Tools  8911 - 8929,LS,,,,
,8911,,Owned Small Tools,LS,,,,
,8912,,Purchases,LS,,,,
,8913,,Rental Small Tools,LS,,,,
,,,User Defined Small Tools  8914 - 8929,LS,,,,
,8930,,Consumables  8931 - 8949,LS,,,,
,8931,,Normal Consumables,LS,,,,
,8932,,Welding Consumables,LS,,,,
,8933,,Specialty Consumables,LS,,,,
,,,User Defined Consumables  8934 - 8949,LS,,,,
,8950,,"Safety Supplies/Equipment 
Personal Protection, Fall Protection, Breathing Apparatus, Safety Clothing, Specialty Safety Equipment, Specialty Safety Clothing.",LS,E,,x,
,8951,,Personal Protection,LS,,,,
,8952,,Fall Protection,LS,,,,
,8953,,Breathing Apparatus,LS,,,,
,8954,,Safety Clothing,LS,,,,
,8955,,Specialty Safety Equipment,LS,,,,
,8956,,Specialty Safety Clothing,LS,,,,
,,,User Defined Safety Supplies/Equipment  8957 - 8969,LS,,,,
